rank,rider,team,b,p,year,distance_km,number_of_stages,time_sec,time_gap_to_winner_sec,result_type
18,Théophile Beeckman,,,,1922,5375,15,832301,32615,time
19,Louis Heusghem,,,,1922,5375,15,835120,35434,time
20,Jules Nempon,,,,1922,5375,15,840002,40316,time
21,Alfons Standaert,,,,1922,5375,15,841012,41326,time
22,Edgard Roy,,,,1922,5375,15,851827,52141,time
23,Joseph Marchand,,,,1922,5375,15,853580,53894,time
24,Enrico Sala,,,,1922,5375,15,858927,59241,time
25,Jules Matton,,,,1922,5375,15,863145,63459,time
26,Pierre Hudsyn,,,,1922,5375,15,873503,73817,time
27,Charles Parel,,,,1922,5375,15,879975,80289,time
28,Léon Van Aken,,,,1922,5375,15,886110,86424,time
29,Ange-Marie Aubry,,,,1922,5375,15,898122,98436,time
30,"Ernest, Dit ''faber Ernest'' Paul",,,,1922,5375,15,902594,102908,time
31,Georges Kamm,,,,1922,5375,15,916263,116577,time
32,Charles Loew,,,,1922,5375,15,894505,94819,time
33,Jules Brun,,,,1922,5375,15,967505,167819,time
34,Emmanuelle Luigi,,,,1922,5375,15,970279,170593,time
35,Laurent Devalle,,,,1922,5375,15,995546,0,time
36,Robert Constantin,,,,1922,5375,15,997295,0,time
37,Charles Hennuyer,,,,1922,5375,15,1020078,0,time
38,Daniel Masson,,,,1922,5375,15,1044107,0,time
1,Henri Pelissier,,,,1923,5386,15,800130,0,time
2,Ottavio Bottecchia,,,,1923,5386,15,801971,1841,time
3,Romain Bellenger,,,,1923,5386,15,804013,3883,time
4,Hector Tiberghen,,,,1923,5386,15,805486,5356,time
5,Arsène Alancourt,,,,1923,5386,15,807730,7600,time
6,Henri Colle,,,,1923,5386,15,809053,8923,time
7,Léon Despontin,,,,1923,5386,15,809719,9589,time
8,Lucien Buysse,,,,1923,5386,15,809741,9611,time
9,Eugène Dhers,,,,1923,5386,15,810879,10749,time
10,Marcel Huot,,,,1923,5386,15,811946,11816,time
11,Joseph Muller,,,,1923,5386,15,812536,12406,time
12,Ottavio Pratesi,,,,1923,5386,15,813036,12906,time
13,Félix Goethals,,,,1923,5386,15,815828,15698,time
14,Théophile Beeckman,,,,1923,5386,15,818134,18004,time
15,Joseph Normand,,,,1923,5386,15,818729,18599,time
16,Gaston Degy,,,,1923,5386,15,820287,20157,time
17,Lucien Rich,,,,1923,5386,15,823836,23706,time
18,Roger Duboc,,,,1923,5386,15,825131,25001,time
19,Camille Botte,,,,1923,5386,15,826166,26036,time
20,Georges Cuvelier,,,,1923,5386,15,803597,3467,time
21,Benjamin Mortier,,,,1923,5386,15,829153,29023,time
22,Alfons Standaert,,,,1923,5386,15,829988,29858,time
23,Francis Pelissier,,,,1923,5386,15,835122,34992,time
24,Henri Touzard,,,,1923,5386,15,836130,36000,time
25,Robert Jacquinot,,,,1923,5386,15,838642,38512,time
26,Charles Longoni,,,,1923,5386,15,839777,39647,time
27,Charles Parel,,,,1923,5386,15,840083,39953,time
28,Joseph Mottiat,,,,1923,5386,15,843447,43317,time
29,Giovanni Rossignoli,,,,1923,5386,15,844432,44302,time
1,Ottavio Bottecchia,,,,1924,5425,15,814701,0,time
2,Nicolas Frantz,,,,1924,5425,15,816837,2136,time
3,Lucien Buysse,,,,1924,5425,15,820234,5533,time
4,Bartolomeo Aimo,,,,1924,5425,15,820268,5567,time
5,Théophile Beeckman,,,,1924,5425,15,822573,7872,time
6,Joseph Muller,,,,1924,5425,15,824034,9333,time
7,Arsène Alancourt,,,,1924,5425,15,824392,9691,time
8,Romain Bellenger,,,,1924,5425,15,824970,10269,time
9,Omer Huyse,,,,1924,5425,15,825394,10693,time
10,Hector Tiberghen,,,,1924,5425,15,825805,11104,time
11,Philippe Thys,,,,1924,5425,15,826425,11724,time
12,Georges Cuvelier,,,,1924,5425,15,826806,12105,time
13,Ermano Valazza,,,,1924,5425,15,828405,13704,time
14,Jean Alavoine,,,,1924,5425,15,831246,16545,time
15,Gaston Degy,,,,1924,5425,15,833415,18714,time
16,Raymond Englebert,,,,1924,5425,15,833918,19217,time
17,Alfons Standaert,,,,1924,5425,15,835215,20514,time
18,Louis Mottiat,,,,1924,5425,15,835960,21259,time
19,Ottavio Pratesi,,,,1924,5425,15,836305,21604,time
20,Lucien Rich,,,,1924,5425,15,837882,23181,time
21,Emile Hardy,,,,1924,5425,15,838894,24193,time
22,Henri Touzard,,,,1924,5425,15,839327,24626,time
23,Eugène Dhers,,,,1924,5425,15,854998,40297,time
24,Henri Ferrara,,,,1924,5425,15,857276,42575,time
25,Félix Goethals,,,,1924,5425,15,843502,28801,time
26,Maurice Arnoult,,,,1924,5425,15,859687,44986,time
27,René Wendels,,,,1924,5425,15,862415,47714,time
28,Charles Parel,,,,1924,5425,15,868129,53428,time
29,Charles Cento,,,,1924,5425,15,869679,54978,time
30,Jaime Janer,,,,1924,5425,15,870149,55448,time
31,Giuseppe Ruffoni,,,,1924,5425,15,873013,58312,time
32,Ange-Marie Aubry,,,,1924,5425,15,874859,60158,time
33,Giovanni Rossignoli,,,,1924,5425,15,875597,60896,time
34,Jean Martinet,,,,1924,5425,15,880200,65499,time
35,Enrico Sala,,,,1924,5425,15,879950,65249,time
36,Luigi Vertemati,,,,1924,5425,15,881259,66558,time
37,Antoine Riere,,,,1924,5425,15,890628,75927,time
38,Paul Denis,,,,1924,5425,15,894601,79900,time
39,Jean Garby,,,,1924,5425,15,895658,80957,time
40,Henri Catelan,,,,1924,5425,15,895662,80961,time
41,Angelo Erba,,,,1924,5425,15,898827,84126,time
42,Victorino Otero,,,,1924,5425,15,901730,87029,time
43,Robert Loret,,,,1924,5425,15,913511,98810,time
44,Pascal Richard,,,,1924,5425,15,913722,99021,time
45,Vincenzo Bianco,,,,1924,5425,15,915035,100334,time
46,Henri Rubert,,,,1924,5425,15,916054,101353,time
47,Emmanuelle Luigi,,,,1924,5425,15,916958,102257,time
48,Maurive Protin,,,,1924,5425,15,919464,104763,time
49,Georges Kamm,,,,1924,5425,15,919611,104910,time
50,Moïse Arrosio,,,,1924,5425,15,922636,107935,time
51,Lucien Prudhomme,,,,1924,5425,15,924968,110267,time
52,Augusto Rho,,,,1924,5425,15,935428,120727,time
53,Felice Di Gaetano,,,,1924,5425,15,945716,131015,time
54,Alfred Hersard,,,,1924,5425,15,946626,131925,time
55,Laurent Devalle,,,,1924,5425,15,946858,132157,time
56,Henri Miege,,,,1924,5425,15,951596,136895,time
57,Adrien Toussaint,,,,1924,5425,15,964150,149449,time
58,François Chevalier,,,,1924,5425,15,970535,155834,time
59,Louis Millo,,,,1924,5425,15,979179,164478,time
60,Victor Lafosse,,,,1924,5425,15,980966,166265,time
1,Ottavio Bottecchia,,,,1925,5440,18,789018,0,time
2,Lucien Buysse,,,,1925,5440,18,792278,3260,time
3,Bartolomeo Aimo,,,,1925,5440,18,792415,3397,time
4,Nicolas Frantz,,,,1925,5440,18,793302,4284,time
5,Albert Dejonghe,,,,1925,5440,18,794280,5262,time
6,Théophile Beeckman,,,,1925,5440,18,797701,8683,time
7,Omer Huyse,,,,1925,5440,18,798236,9218,time
8,August Verdyck,,,,1925,5440,18,798894,9876,time
9,Félix Sellier,,,,1925,5440,18,798977,9959,time
10,Federico Gay,,,,1925,5440,18,803781,14763,time
11,Romain Bellenger,,,,1925,5440,18,804988,15970,time
12,Adelin Benoit,,,,1925,5440,18,805652,16634,time
13,Jean Alavoine,,,,1925,5440,18,805806,16788,time
14,Hector Martin,,,,1925,5440,18,806342,17324,time
15,Jules Buysse,,,,1925,5440,18,807471,18453,time
16,Léon Despontin,,,,1925,5440,18,808705,19687,time
17,Emile Hardy,,,,1925,5440,18,809359,20341,time
18,Eugène Christophe,,,,1925,5440,18,810349,21331,time
19,Giovanni Rossignoli,,,,1925,5440,18,811711,22693,time
20,Raymond Englebert,,,,1925,5440,18,812424,23406,time
21,Michele Gordini,,,,1925,5440,18,812518,23500,time
22,Emile ''senior'' Masson,,,,1925,5440,18,813936,24918,time
23,Eugène Dhers,,,,1925,5440,18,816274,27256,time
24,Henri Touzard,,,,1925,5440,18,816504,27486,time
25,Alfonso Piccin,,,,1925,5440,18,817062,28044,time
26,Angelo Gremo,,,,1925,5440,18,824730,35712,time
27,Giovanni Canova,,,,1925,5440,18,826508,37490,time
28,Arturo Bresciani,,,,1925,5440,18,827341,38323,time
29,Charles Martinet,,,,1925,5440,18,831731,42713,time
30,Maurice Arnoult,,,,1925,5440,18,833782,44764,time
31,Louis Mottiat,,,,1925,5440,18,837432,48414,time
32,Moïse Arrosio,,,,1925,5440,18,844415,55397,time
33,Umberto Berni,,,,1925,5440,18,845977,56959,time
34,Charles Roux,,,,1925,5440,18,846596,57578,time
35,Alfons Standaert,,,,1925,5440,18,847237,58219,time
36,Vincenzo Bianco,,,,1925,5440,18,847414,58396,time
37,Charles Loew,,,,1925,5440,18,857428,68410,time
38,Antoine Riere,,,,1925,5440,18,858470,69452,time
39,Henri Rubert,,,,1925,5440,18,859789,70771,time
40,Charles Krier,,,,1925,5440,18,865858,76840,time
41,Charles Cento,,,,1925,5440,18,872112,83094,time
42,Roger Lacolle,,,,1925,5440,18,873792,84774,time
43,Edouard Teisseire,,,,1925,5440,18,880356,91338,time
44,Henri Miege,,,,1925,5440,18,882074,93056,time
45,Edouard Petre,,,,1925,5440,18,887039,98021,time
46,Lucien Prudhomme,,,,1925,5440,18,887283,98265,time
47,Arthur Hendryckx,,,,1925,5440,18,887794,98776,time
48,François Chevalier,,,,1925,5440,18,912902,123884,time
49,Fernand Besnier,,,,1925,5440,18,919268,130250,time
1,Lucien Buysse,,,,1926,5745,17,859465,0,time
2,Nicolas Frantz,,,,1926,5745,17,864410,4945,time
3,Bartolomeo Aimo,,,,1926,5745,17,864436,4971,time
4,Théophile Beeckman,,,,1926,5745,17,865699,6234,time
5,Félix Sellier,,,,1926,5745,17,866018,6553,time
6,Albert Dejonghe,,,,1926,5745,17,866440,6975,time
7,Léon Parmentier,,,,1926,5745,17,867225,7760,time
8,Georges Cuvelier,,,,1926,5745,17,868377,8912,time
9,Jules Buysse,,,,1926,5745,17,868888,9423,time
10,Marcel Bidot,,,,1926,5745,17,869899,10434,time
11,Odile Tailleu,,,,1926,5745,17,870813,11348,time
12,Joseph Van Dam,,,,1926,5745,17,873900,14435,time
13,Omer Huyse,,,,1926,5745,17,874309,14844,time
14,Camille Van De Casteele,,,,1926,5745,17,875554,16089,time
15,Aimé Dossche,,,,1926,5745,17,878854,19389,time
16,Emile Hardy,,,,1926,5745,17,881155,21690,time
17,Raymond Englebert,,,,1926,5745,17,881255,21790,time
18,Henri Colle,,,,1926,5745,17,885300,25835,time
19,Georges Detreille,,,,1926,5745,17,887562,28097,time
20,Omer Vermeulen,,,,1926,5745,17,890949,31484,time
21,Giovanni Rossignoli,,,,1926,5745,17,889674,30209,time
22,Alfons Standaert,,,,1926,5745,17,892317,32852,time
23,Benoît Faure,,,,1926,5745,17,894009,34544,time
24,Henri Touzard,,,,1926,5745,17,894059,34594,time
25,Léon Devos,,,,1926,5745,17,895788,36323,time
26,Jan Mertens,,,,1926,5745,17,897090,37625,time
27,Paul Duboc,,,,1926,5745,17,897312,37847,time
28,Louis De Lannoy,,,,1926,5745,17,897935,38470,time
29,Eugène Dhers,,,,1926,5745,17,900641,41176,time
30,Charles Longoni,,,,1926,5745,17,902121,42656,time
31,Charles Martinet,,,,1926,5745,17,909658,50193,time
32,Fernand Saive,,,,1926,5745,17,913464,53999,time
33,Maurice Arnoult,,,,1926,5745,17,914957,55492,time
34,Henri Catelan,,,,1926,5745,17,920277,60812,time
35,Moïse Arrosio,,,,1926,5745,17,921415,61950,time
36,Fernand Moulet,,,,1926,5745,17,924308,64843,time
38,Edouard Teisseire,,,,1926,5745,17,928722,69257,time
39,Henri Ferrara,,,,1926,5745,17,935087,75622,time
40,Jules Gillard,,,,1926,5745,17,941519,82054,time
41,André Drobecq,,,,1926,5745,17,949458,89993,time
1,Nicolas Frantz,,,,1927,5398,24,713802,0,time
2,Maurice De Waele,,,,1927,5398,24,720303,6501,time
3,Julien Vervaecke,,,,1927,5398,24,722548,8746,time
4,André Leducq,,,,1927,5398,24,724727,10925,time
5,Adelin Benoit,,,,1927,5398,24,730903,17101,time
6,Marius Gallorini,,,,1927,5398,24,731105,17303,time
7,Pé Verhaegen,,,,1927,5398,24,736518,22716,time
8,Julien Moineau,,,,1927,5398,24,737579,23777,time
9,Hector Martin,,,,1927,5398,24,739456,25654,time
10,Maurice Geldhof,,,,1927,5398,24,739964,26162,time
11,Raymond Decorte,,,,1927,5398,24,743634,29832,time
12,Louis Muller,,,,1927,5398,24,744271,30469,time
13,Jan Debuscherre,,,,1927,5398,24,752918,39116,time
14,Gustaaf Van Slembrouck,,,,1927,5398,24,753516,39714,time
15,Pierre Magne,,,,1927,5398,24,757759,43957,time
16,Louis De Lannoy,,,,1927,5398,24,762284,48482,time
17,Joseph Hemelsoet,,,,1927,5398,24,764690,50888,time
18,Secondo Martinetto,,,,1927,5398,24,766424,52622,time
19,Henri Touzard,,,,1927,5398,24,768285,54483,time
20,José Pelletier,,,,1927,5398,24,770950,57148,time
21,Maurice Arnoult,,,,1927,5398,24,771703,57901,time
22,Charles Martinet,,,,1927,5398,24,774618,60816,time
23,Albert Jordens,,,,1927,5398,24,776130,62328,time
24,Michele Gordini,,,,1927,5398,24,776273,62471,time
25,Giovanni Canova,,,,1927,5398,24,778174,64372,time
26,André Devauchelle,,,,1927,5398,24,778732,64930,time
27,Charles Krier,,,,1927,5398,24,788354,74552,time
28,Léon Despontin,,,,1927,5398,24,790304,76502,time
29,Joseph Rivella,,,,1927,5398,24,793928,80126,time
30,Marcel Gendrin,,,,1927,5398,24,794297,80495,time
31,Omer Mahy,,,,1927,5398,24,794731,80929,time
32,Giovanni Rossignoli,,,,1927,5398,24,794940,81138,time
33,Camille Segers,,,,1927,5398,24,796217,82415,time
34,Edouard Teisseire,,,,1927,5398,24,800201,86399,time
35,Jules Nempon,,,,1927,5398,24,806147,92345,time
36,Armand Goubert,,,,1927,5398,24,811269,97467,time
37,André Drobecq,,,,1927,5398,24,811622,97820,time
38,Jacques Pfister,,,,1927,5398,24,822033,108231,time
39,Pierre Claes,,,,1927,5398,24,822541,108739,time
1,Nicolas Frantz,,,,1928,5476,22,694138,0,time
2,André Leducq,,,,1928,5476,22,697145,3007,time
3,Maurice De Waele,,,,1928,5476,22,697514,3376,time
4,Jan Mertens,,,,1928,5476,22,698896,4758,time
5,Julien Vervaecke,,,,1928,5476,22,700950,6812,time
6,Antonin Magne,,,,1928,5476,22,702180,8042,time
7,Victor Fontan,,,,1928,5476,22,712605,18467,time
8,Marcel Bidot,,,,1928,5476,22,713246,19108,time
9,Marcel Huot,,,,1928,5476,22,714391,20253,time
10,Pierre Magne,,,,1928,5476,22,714618,20480,time
11,Joseph Mauclair,,,,1928,5476,22,714779,20641,time
12,Gaston Rebry,,,,1928,5476,22,715242,21104,time
13,Louis De Lannoy,,,,1928,5476,22,716313,22175,time
14,Camille Van De Casteele,,,,1928,5476,22,719400,25262,time
15,Salvador Cardona Balbastre,,,,1928,5476,22,721245,27107,time
16,Pé Verhaegen,,,,1928,5476,22,721614,27476,time
17,Julien Moineau,,,,1928,5476,22,723141,29003,time
18,Hubert Opperman,,,,1928,5476,22,725003,30865,time
19,Désiré Louesse,,,,1928,5476,22,728179,34041,time
20,Odile Tailleu,,,,1928,5476,22,731536,37398,time
21,Jean Mouveroux,,,,1928,5476,22,733131,38993,time
22,Jean Bidot,,,,1928,5476,22,733528,39390,time
23,Marcel Autaa,,,,1928,5476,22,736298,42160,time
24,Raymond Decorte,,,,1928,5476,22,738960,44822,time
25,Paul Filliat,,,,1928,5476,22,751254,57116,time
26,Raphaël Calmette,,,,1928,5476,22,751446,57308,time
27,Maurice Arnoult,,,,1928,5476,22,753242,59104,time
28,Harry Watson,,,,1928,5476,22,754950,60812,time
29,Lucien Laval,,,,1928,5476,22,754973,60835,time
30,Marcel Colleu,,,,1928,5476,22,755579,61441,time
31,Armand Goubert,,,,1928,5476,22,761958,67820,time
32,René Hamel,,,,1928,5476,22,763156,69018,time
33,Paul Delbart,,,,1928,5476,22,765615,71477,time
34,François Henri,,,,1928,5476,22,766304,72166,time
35,Fernand Moulet,,,,1928,5476,22,766759,72621,time
36,Raphaël Dupau,,,,1928,5476,22,769012,74874,time
37,François Menta,,,,1928,5476,22,770070,75932,time
38,Percy Osborne,,,,1928,5476,22,773447,79309,time
39,Lucien Lange,,,,1928,5476,22,780668,86530,time
41,Edouard Persin,,,,1928,5476,22,791117,96979,time
1,Maurice De Waele,,,,1929,5286,22,671955,0,time
2,Giuseppe Pancera,,,,1929,5286,22,674618,2663,time
3,Jef Demuysere,,,,1929,5286,22,675385,3430,time
4,Salvador Cardona Balbastre,,,,1929,5286,22,675421,3466,time
5,Nicolas Frantz,,,,1929,5286,22,675435,3480,time
6,Louis De Lannoy,,,,1929,5286,22,675924,3969,time
7,Antonin Magne,,,,1929,5286,22,676035,4080,time
8,Julien Vervaecke,,,,1929,5286,22,679252,7297,time
9,Pierre Magne,,,,1929,5286,22,679335,7380,time
10,Gaston Rebry,,,,1929,5286,22,680224,8269,time
11,André Leducq,,,,1929,5286,22,680646,8691,time
12,Frans Bonduel,,,,1929,5286,22,682310,10355,time
13,Désiré Louesse,,,,1929,5286,22,682935,10980,time
14,Bernard Van Rysselberghe,,,,1929,5286,22,683138,11183,time
15,Benoît Faure,,,,1929,5286,22,684764,12809,time
16,Marcel Bidot,,,,1929,5286,22,685204,13249,time
17,Armand Van Bruaene,,,,1929,5286,22,687069,15114,time
18,Karel Govaert,,,,1929,5286,22,687219,15264,time
19,Francis Bouillet,,,,1929,5286,22,690426,18471,time
20,Ernest Neuhard,,,,1929,5286,22,692667,20712,time
21,Omer Taverne,,,,1929,5286,22,692934,20979,time
22,Léon Chene,,,,1929,5286,22,693562,21607,time
23,Jules Merviel,,,,1929,5286,22,693857,21902,time
24,Mario Pomposi,,,,1929,5286,22,694404,22449,time
25,Georges Laloup,,,,1929,5286,22,695400,23445,time
26,Settimo Innocenti,,,,1929,5286,22,696188,24233,time
27,Julien Perrain,,,,1929,5286,22,702660,30705,time
28,Charles Pelissier,,,,1929,5286,22,703998,32043,time
29,René Berton,,,,1929,5286,22,704105,32150,time
30,Roger Gregoire,,,,1929,5286,22,707370,35415,time
31,Hector Denis,,,,1929,5286,22,709480,37525,time
32,Charles Martinet,,,,1929,5286,22,709875,37920,time
33,Auguste Encrine,,,,1929,5286,22,713432,41477,time
34,Albert Jordens,,,,1929,5286,22,713605,41650,time
35,Adrien Plautin,,,,1929,5286,22,713766,41811,time
36,Jean Preuss,,,,1929,5286,22,716111,44156,time
37,Alfred Hersard,,,,1929,5286,22,716513,44558,time
38,François Moreels,,,,1929,5286,22,717420,45465,time
39,Henri Touzard,,,,1929,5286,22,717650,45695,time
40,Roger Lebas,,,,1929,5286,22,719268,47313,time
41,Marcel Mazeyrat,,,,1929,5286,22,720365,48410,time
42,Edouard Teisseire,,,,1929,5286,22,721744,49789,time
43,Guy Bariffi,,,,1929,5286,22,722809,50854,time
44,Paul Delbart,,,,1929,5286,22,726331,54376,time
45,Henri Thomas,,,,1929,5286,22,731153,59198,time
46,Robert Recordon,,,,1929,5286,22,731765,59810,time
47,Eugène Greau,,,,1929,5286,22,732542,60587,time
49,Battista Berardi,,,,1929,5286,22,737011,65056,time
50,Georges Petit,,,,1929,5286,22,743834,71879,time
51,Eugène Werner,,,,1929,5286,22,748772,76817,time
52,Marcel Masson,,,,1929,5286,22,750730,78775,time
53,Henri Prevost,,,,1929,5286,22,752047,80092,time
54,Marcel Gendrin,,,,1929,5286,22,752648,80693,time
55,François Ondet,,,,1929,5286,22,752955,81000,time
56,Charles Cottalorda,,,,1929,5286,22,755128,83173,time
57,Emile Faillu,,,,1929,5286,22,761406,89451,time
58,Paul Denis,,,,1929,5286,22,763032,91077,time
59,Marcel Ilpide,,,,1929,5286,22,766085,94130,time
60,André Leger,,,,1929,5286,22,785830,113875,time
1,André Leducq,,,,1930,4822,21,619936,0,time
2,Learco Guerra,,,,1930,4822,21,620789,853,time
3,Antonin Magne,,,,1930,4822,21,620899,963,time
4,Alfred Siegel,,,,1930,4822,21,621228,1292,time
5,Marcel Bidot,,,,1930,4822,21,622412,2476,time
6,Pierre Magne,,,,1930,4822,21,622676,2740,time
7,Frans Bonduel,,,,1930,4822,21,623313,3377,time
8,Benoît Faure,,,,1930,4822,21,623448,3512,time
9,Charles Pelissier,,,,1930,4822,21,623811,3875,time
10,Adolf Schoen,,,,1930,4822,21,624833,4897,time
11,Louis De Lannoy,,,,1930,4822,21,625177,5241,time
12,Aimé Dossche,,,,1930,4822,21,625228,5292,time
13,Oskar Thierbach,,,,1930,4822,21,625668,5732,time
14,Louis Peglion,,,,1930,4822,21,626188,6252,time
15,Jan Mertens,,,,1930,4822,21,626498,6562,time
16,Salvador Cardona Balbastre,,,,1930,4822,21,627117,7181,time
17,Valeranio Riera,,,,1930,4822,21,628523,8587,time
18,Marcel Mazeyrat,,,,1930,4822,21,628657,8721,time
19,Georges Laloup,,,,1930,4822,21,629031,9095,time
20,Giuseppe Pancera,,,,1930,4822,21,629165,9229,time
21,Jules Merviel,,,,1930,4822,21,629756,9820,time
22,Félix Manthey,,,,1930,4822,21,631371,11435,time
23,René Berton,,,,1930,4822,21,631765,11829,time
24,Vicente Trueba,,,,1930,4822,21,631773,11837,time
25,François Moreels,,,,1930,4822,21,631964,12028,time
26,Jean Gouleme,,,,1930,4822,21,632925,12989,time
27,Francisco Cepeda,,,,1930,4822,21,634021,14085,time
28,François Ondet,,,,1930,4822,21,634734,14798,time
29,Louis Bajard,,,,1930,4822,21,634883,14947,time
30,Omer Taverne,,,,1930,4822,21,635766,15830,time
31,Mario Giuntelli,,,,1930,4822,21,636824,16888,time
32,Auguste Encrine,,,,1930,4822,21,637488,17552,time
34,Jean Mateu,,,,1930,4822,21,638609,18673,time
35,Lucien Laval,,,,1930,4822,21,640436,20500,time
36,Vicente Trueba,,,,1930,4822,21,643201,23265,time
37,Henri Touzard,,,,1930,4822,21,644217,24281,time
38,Pierre Jouel,,,,1930,4822,21,644607,24671,time
39,Adrien Plautin,,,,1930,4822,21,644928,24992,time
40,Léopold Boisselle,,,,1930,4822,21,645731,25795,time
41,Fernand Robache,,,,1930,4822,21,648017,28081,time
42,Henri Gottrand,,,,1930,4822,21,648672,28736,time
43,Armand Goubert,,,,1930,4822,21,649389,29453,time
44,Paul Delbart,,,,1930,4822,21,649406,29470,time
45,Jean Martinet,,,,1930,4822,21,650167,30231,time
46,Henri Prevost,,,,1930,4822,21,650170,30234,time
47,Marcel Tissier,,,,1930,4822,21,652025,32089,time
48,Battista Berardi,,,,1930,4822,21,652965,33029,time
49,Guy Bariffi,,,,1930,4822,21,653510,33574,time
50,Lucien Lange,,,,1930,4822,21,657190,37254,time
51,Marcel Masson,,,,1930,4822,21,657220,37284,time
52,Edouard Teisseire,,,,1930,4822,21,657340,37404,time
53,Jean-Baptiste Ampurias,,,,1930,4822,21,658387,38451,time
54,Charles Cottalorda,,,,1930,4822,21,662505,42569,time
55,Paulin Lanteri,,,,1930,4822,21,662860,42924,time
56,Emile Faillu,,,,1930,4822,21,666591,46655,time
57,Georges Petit,,,,1930,4822,21,671190,51254,time
58,Pierre Bobo,,,,1930,4822,21,674554,54618,time
59,Marcel Ilpide,,,,1930,4822,21,674554,54618,time
1,Antonin Magne,France,,,1931,5091,24,637803,0,time
2,Jef Demuysere,Belgique,,,1931,5091,24,638579,776,time
3,Antonio Pesenti,Italie,,,1931,5091,24,639174,1371,time
4,Gaston Rebry,Belgique,,,1931,5091,24,640603,2800,time
5,Maurice De Waele,Belgique,,,1931,5091,24,640789,2986,time
6,Julien Vervaecke,Belgique,,,1931,5091,24,642014,4211,time
7,Louis Peglion,France,,,1931,5091,24,642396,4593,time
8,Erich Metze,Allemagne,,,1931,5091,24,642662,4859,time
9,Albert Büchi,Australie/suisse,,,1931,5091,24,643172,5369,time
10,André Leducq,France,,,1931,5091,24,643211,5408,time
11,Oskar Thierbach,Allemagne,,,1931,5091,24,643446,5643,time
12,Hubert Opperman,Australie/suisse,,,1931,5091,24,643606,5803,time
13,Benoît Faure,France,,,1931,5091,24,643841,6038,time
14,Charles Pelissier,France,,,1931,5091,24,644114,6311,time
15,Max Bulla,Inconnue,,,1931,5091,24,644495,6692,time
16,Kurt Stoepel,Allemagne,,,1931,5091,24,645361,7558,time
17,Rafaële Di Paco,Italie,,,1931,5091,24,645674,7871,time
18,Alfons Schepers,Belgique,,,1931,5091,24,645930,8127,time
